Row,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,y
1316,28,1,1,0,A,8,10,3,38,88.9,72.8,78,beta,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,36,1,1,874,0,655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Mp,NPT,1,-1
1317,26,1,0,0,E,11,2,12,30,96.8,157.7,28.5,chi,1,0,404,1,0,0,1,0,0,0,0,1,0,0,0,274,0,0,624,0,422,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,NST,1,1
1318,41,1,1,1,A,1,4,2,39,133.5,150,82.8,beta,1,0,404,1,1,0,0,0,0,0,0,0,1,0,0,157,0,1,562,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mp,NPT,1,-1
1319,25,1,0,1,D,13,7,0,21,133.5,36,1.7,alpha,1,0,404,1,0,1,0,0,0,0,0,0,0,0,0,116,0,0,812,0,599,0,0,0,307,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mm,PT,1,-1
1320,33,1,0,1,A,2,0,0,31,108,37.6,137.8,beta,1,0,505,1,0,1,0,0,0,0,0,0,0,0,0,108,0,0,812,0,355,0,0,0,359,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,0,1
1321,27,1,0,1,C,0,7,10,27,190.6,177,45.5,chi,0,0,404,1,0,0,0,0,0,0,0,0,0,1,0,161,0,0,624,0,233,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Mp,ST,0,-1
1322,31,0,0,1,A,10,1,6,29,167.7,13.6,76.8,beta,1,0,858,1,0,0,0,0,0,0,0,1,0,0,0,22,0,0,562,0,466,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
1323,24,1,1,0,A,18,16,11,30,189.3,24.8,105.5,beta,0,0,505,0,0,0,0,0,0,0,0,1,0,0,0,105,0,0,937,1,555,1,0,0,0,0,0,0,0,0,77,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Mp,NPT,1,1
1324,35,1,0,1,A,2,1,8,34,182,9.3,187.7,beta,0,0,353,1,0,0,0,0,0,0,0,1,0,0,0,208,0,0,812,0,555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,0,-1
1325,30,1,1,1,A,0,15,13,25,15.4,112.2,113.5,beta,1,0,363,1,0,0,0,0,0,0,0,0,0,0,0,153,0,0,562,0,211,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mp,NPT,1,-1
1326,31,0,1,1,D,18,13,8,21,20.7,24.9,140.9,chi,0,0,303,1,0,0,0,0,0,0,0,1,0,0,0,125,0,0,624,0,544,0,0,0,0,0,0,0,0,1,50,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mk,PT,1,-1
1327,27,1,0,0,A,9,8,12,23,156.2,25.1,67.3,beta,0,0,848,1,0,1,0,0,0,0,0,0,0,0,0,45,0,0,437,0,733,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mp,NPT,0,1
1328,35,1,1,1,D,14,15,7,25,82.9,17.9,99.3,chi,0,0,605,1,0,0,0,0,0,0,0,1,0,0,0,203,0,0,624,0,377,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NST,1,-1
1329,27,1,1,1,A,13,6,15,37,176.3,50.3,64.4,beta,1,1,404,1,0,1,0,0,0,0,0,0,0,1,0,270,0,0,562,0,355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,0,-1
1330,41,1,1,0,A,4,9,12,29,187.6,106.7,81.7,beta,0,0,454,1,0,0,0,0,0,0,0,1,0,0,0,74,0,0,562,0,311,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mp,NPT,1,-1
1331,27,1,1,1,D,1,11,10,23,2.1,197.2,11.3,beta,0,0,404,1,1,0,0,0,0,0,0,0,0,0,0,180,0,0,312,0,366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Mm,NST,1,-1
1332,28,1,1,0,A,8,13,15,22,43.9,34.7,145.7,beta,0,0,404,1,0,0,0,0,0,0,0,0,1,0,0,178,0,0,624,0,522,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Mp,NPT,1,-1
1333,32,1,1,1,E,13,16,7,36,83,189.1,23.3,alpha,1,0,404,0,0,1,0,0,0,0,1,0,0,0,0,163,1,0,250,0,466,0,0,0,506,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Mp,NST,1,-1
1334,30,0,0,1,A,18,4,8,39,20.1,137.8,61.1,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,69,0,0,687,0,366,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
1335,36,1,1,1,A,18,14,11,32,198.1,117.9,37.5,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,184,0,0,624,0,566,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
1336,30,1,0,1,E,18,11,17,30,30.7,158.8,40.9,alpha,0,0,252,1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,437,0,189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,Ma,NST,1,-1
1337,32,0,1,1,A,11,8,1,18,177.8,154.7,54.6,beta,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,136,0,0,687,0,422,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,0,1
1338,27,0,0,1,A,16,6,7,33,59.4,153.1,199.2,beta,0,0,404,1,0,0,0,0,0,0,1,1,0,0,0,126,0,0,812,0,777,0,0,0,0,0,0,0,0,1,64,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
1339,33,0,1,0,C,1,13,14,25,108,11,130.1,chi,0,0,404,1,0,1,0,0,0,0,0,0,0,1,0,154,0,0,562,0,577,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mm,PT,1,-1
1340,28,0,1,0,A,5,12,18,44,137.4,29.1,105.1,beta,0,0,404,1,0,0,0,0,1,0,0,1,0,0,0,112,0,0,812,0,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,1,1
1341,32,0,0,1,E,10,2,1,30,87,144.7,133.1,beta,1,0,242,1,1,0,0,0,0,0,0,0,0,1,0,60,0,0,562,0,566,0,0,0,0,0,0,1,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mm,ST,1,1
1342,29,1,1,1,B,7,5,3,33,95.2,167.2,101.2,chi,0,0,505,1,0,0,0,0,0,0,0,1,0,0,0,101,0,0,812,0,400,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,NST,1,1
1343,26,1,1,1,A,0,13,13,24,102.8,2.7,191.2,beta,0,0,404,1,0,1,0,0,0,0,0,0,0,0,0,68,0,0,375,0,255,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,1,-1
1344,37,1,1,0,A,18,12,9,35,107.5,60.9,154.3,beta,0,0,454,1,0,1,0,0,0,0,0,0,0,1,0,141,0,0,562,0,333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,1,-1
1345,27,1,1,1,B,7,11,14,30,99.2,96.4,40.5,chi,1,0,202,0,0,0,0,0,0,0,0,0,1,0,0,294,1,0,624,0,244,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Ma,ST,0,-1
1346,28,0,1,1,A,8,0,17,28,149,24,109.8,beta,0,0,404,0,1,0,0,0,0,0,0,0,1,0,0,256,1,0,312,0,655,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mk,NST,1,-1
1347,35,0,0,1,C,14,9,16,24,1.3,1.8,199.4,chi,1,0,404,0,0,0,0,0,0,0,0,1,1,0,0,134,1,0,812,0,311,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,PT,1,-1
1348,38,1,1,1,D,5,1,11,40,180.3,107.6,115,chi,0,0,454,1,0,0,0,0,0,0,0,1,0,0,0,25,0,0,624,0,355,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,NPT,0,-1
1349,35,1,0,0,A,8,18,5,29,167,79.3,185.7,beta,0,0,353,1,0,0,0,0,0,0,0,0,0,0,0,173,0,0,562,0,400,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,Mp,NPT,1,-1
1350,32,0,0,0,A,7,14,9,31,183,70.5,83.1,beta,1,0,404,0,0,0,0,0,0,0,0,1,0,0,0,305,1,0,562,0,433,0,0,1,0,0,0,0,0,0,150,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Mp,NPT,1,1
1351,33,1,0,1,D,0,10,18,32,34.4,5.7,93.5,alpha,0,0,454,1,0,0,0,0,0,0,0,1,0,0,0,32,0,0,812,0,455,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
1352,30,1,1,1,A,13,1,8,27,61.8,147.3,164.4,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,106,0,0,375,0,466,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mp,NPT,1,-1
1353,26,0,1,0,A,10,15,8,22,34.3,113.5,151.7,chi,1,0,353,1,0,0,0,0,0,0,0,0,0,0,0,112,0,0,562,0,289,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Mp,NPT,0,-1
1354,18,1,0,1,A,15,9,1,35,133.6,56.5,96,beta,1,0,404,1,0,0,0,0,0,0,0,0,0,1,0,21,0,0,624,0,355,0,0,0,0,0,0,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Mm,NST,1,-1
1355,29,1,1,1,A,0,1,15,30,134.9,30.4,180.7,beta,0,0,353,1,0,0,0,0,0,0,0,1,0,0,0,81,0,0,562,0,422,0,0,0,0,0,0,0,1,0,44,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Mp,NPT,0,-1
1356,34,1,1,0,A,10,8,8,28,20.8,194.7,195,beta,0,0,404,1,1,0,0,0,0,0,0,0,0,0,0,194,0,1,749,0,389,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mp,NPT,1,-1
1357,27,1,0,1,E,9,6,8,36,89.2,12.4,166.3,alpha,0,0,454,1,0,0,0,0,0,0,0,1,0,0,0,284,0,0,562,0,400,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,ST,1,-1
1358,21,1,1,0,A,17,4,8,31,69.6,58.4,68.4,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,62,0,0,562,0,389,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
1359,31,1,1,1,A,1,16,9,33,152.8,66.1,70.7,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,79,0,0,624,0,644,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
1360,30,1,0,0,D,10,14,7,35,109.9,38,4.4,beta,1,0,404,1,1,0,0,0,0,0,0,0,0,1,0,135,0,0,562,0,522,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mm,NST,1,-1
1361,29,1,0,0,A,1,8,4,28,141,50.8,98.1,beta,1,0,353,1,0,0,0,0,0,0,0,1,1,0,0,40,0,0,562,0,344,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,NST,1,-1
1362,28,0,1,0,A,9,11,0,38,76.7,28.6,117,beta,0,0,404,1,0,1,0,0,0,0,0,0,0,1,0,97,0,0,812,0,555,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,1,-1
1363,19,1,1,0,A,14,7,6,29,194.6,57.8,134.1,beta,0,0,404,0,0,1,0,0,0,0,0,0,0,0,0,123,1,0,562,0,599,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,1,-1
1364,35,1,0,1,A,14,17,16,30,111.9,0,10.4,beta,0,0,505,1,0,0,0,0,0,0,0,1,0,1,0,24,0,0,624,0,355,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mp,NPT,1,-1
1365,28,0,1,1,D,14,6,10,20,122.2,57.7,177.9,beta,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,110,0,0,624,0,255,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Ma,NST,1,-1
1366,25,1,1,1,A,12,6,11,30,64.9,170,33.1,beta,0,0,404,1,0,1,0,0,0,0,0,0,0,0,0,420,0,0,812,0,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,0,-1
1367,31,1,1,0,D,13,16,6,26,88.5,110.7,85.8,alpha,0,0,505,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,562,0,511,0,0,0,0,0,1,0,0,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,PT,1,1
1368,23,0,1,1,A,5,6,6,28,10.5,125.6,90.6,beta,0,0,404,1,0,0,1,0,0,0,0,1,0,0,0,69,0,0,812,0,466,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
1369,31,1,1,1,D,4,12,2,27,116.7,134.4,44.5,alpha,1,0,404,0,1,0,0,0,0,0,0,0,0,0,0,206,1,0,687,0,366,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mm,PT,1,-1
1370,28,1,0,1,C,13,6,3,31,103.2,134.7,84.4,beta,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,103,0,0,624,0,400,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mk,NPT,1,1
1371,29,1,1,1,A,15,14,5,29,174.3,120.7,93.7,beta,1,0,394,1,0,0,0,0,0,0,0,1,0,0,0,108,0,0,562,0,377,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
1372,24,1,0,1,D,13,16,1,34,186.8,192.8,147.3,alpha,0,0,404,0,0,0,0,0,0,0,0,1,1,0,0,175,1,0,562,0,500,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,ST,0,-1
1373,36,1,0,1,A,1,9,6,31,111.2,197.7,115.9,beta,1,0,404,1,0,0,0,0,1,0,0,1,0,0,0,50,0,0,874,0,577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mp,NPT,1,1
1374,38,1,1,1,A,12,2,6,24,77.5,48.3,142.7,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,284,0,0,999,0,677,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
1375,23,0,1,1,A,12,17,8,28,17.9,29.6,12.6,beta,0,1,404,1,0,0,0,0,0,0,1,1,0,0,0,149,0,0,812,0,500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
1376,33,1,1,0,A,17,17,7,29,139.9,149.8,197.4,alpha,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,27,0,0,812,0,522,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,ST,1,-1
1377,26,1,0,1,A,12,14,10,27,73.4,147.4,85.7,beta,0,0,605,1,0,0,0,0,1,0,0,1,0,1,0,85,0,0,562,0,411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,1,-1
1378,31,1,0,0,A,0,7,1,26,74.4,159.6,136.3,chi,1,0,424,1,1,0,0,0,0,0,0,0,0,0,0,18,0,1,812,0,389,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mm,NST,1,-1
1379,28,1,1,0,B,12,7,1,36,51.4,106,142.4,alpha,0,0,404,1,0,0,0,0,0,0,0,0,0,1,0,74,0,0,562,0,211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Mm,PT,1,-1
1380,28,1,1,1,A,10,0,14,48,133.7,176.9,187.4,beta,0,0,454,1,0,0,0,0,0,0,0,0,0,0,0,248,0,0,562,0,300,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mp,NPT,1,-1
1381,28,1,1,1,B,1,4,0,35,153.6,59.6,143.5,beta,0,0,161,1,0,0,0,0,0,0,0,1,0,0,0,129,0,0,937,0,622,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,NST,1,-1
1382,25,1,0,1,C,8,10,9,29,89.8,114.4,27.1,alpha,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,143,0,0,624,0,422,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,NPT,1,-1
1383,29,1,0,0,A,17,15,6,37,137.9,50.5,111.8,beta,1,0,151,1,0,0,0,0,1,1,0,1,0,0,0,224,0,0,624,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Mp,NPT,1,-1
1384,24,1,1,1,A,8,2,10,25,167.1,172.7,132.7,beta,0,0,121,1,0,0,0,0,0,0,0,0,0,1,0,201,0,0,500,0,200,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Mp,NPT,1,-1
1385,26,0,1,1,A,4,10,8,28,12.5,4.4,121.7,beta,0,0,505,1,0,0,0,0,0,0,0,1,0,0,0,175,0,0,812,0,377,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,0,1
1386,21,1,0,1,A,5,9,2,25,62.7,54.8,113,beta,0,0,303,0,0,1,0,0,0,0,0,0,0,0,0,166,0,0,624,1,433,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Mp,NPT,1,-1
1387,30,0,1,1,E,9,8,17,28,61.4,126.1,86.9,chi,0,0,404,0,0,0,0,0,0,0,1,1,0,0,0,155,1,0,562,0,488,0,0,0,436,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NST,0,1
1388,31,1,0,1,A,5,1,1,27,71,66.2,183.2,beta,0,0,303,1,0,0,0,0,0,0,0,0,1,0,0,128,0,0,624,0,200,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mp,NPT,1,-1
1389,30,1,1,0,C,0,2,1,33,73.5,89.2,166.1,chi,1,0,404,1,0,0,0,0,0,0,0,1,0,0,0,161,0,0,562,0,533,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Ma,NST,1,1
1390,33,1,0,0,C,17,13,7,39,33.2,143.2,55.5,beta,1,0,383,1,0,0,0,0,0,0,1,1,0,0,0,107,0,0,624,0,255,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,NST,0,-1
1391,30,1,1,1,A,10,18,5,40,141.3,114,104.9,beta,0,0,242,1,0,0,0,0,0,0,0,0,0,0,0,96,0,0,375,0,278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Mp,NPT,1,-1
1392,43,1,1,1,A,0,11,15,35,128.6,153.4,12.4,beta,0,0,404,0,0,1,0,0,0,0,0,0,1,0,1,147,0,0,624,0,278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,0,-1
1393,31,1,1,1,E,14,13,16,28,99.8,126.5,132.5,chi,0,0,353,0,0,1,0,0,0,0,0,0,0,0,1,31,0,1,250,0,710,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Ma,NST,1,-1
1394,31,1,1,0,A,13,15,12,29,27,112.2,31.8,beta,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,151,0,0,749,0,222,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mp,NPT,1,-1
1395,27,1,0,0,A,18,12,10,26,172.9,93.7,132.7,beta,1,0,555,1,0,0,0,0,0,0,0,1,0,0,0,126,0,0,624,0,311,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
1396,28,1,1,1,E,0,16,9,33,22,59.2,132.9,beta,0,0,353,0,0,1,0,0,0,0,0,0,0,0,0,239,0,1,562,0,366,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mm,NST,1,-1
1397,20,1,1,1,A,10,7,7,36,97.1,126.9,107.1,beta,1,0,605,1,0,0,0,0,0,0,0,1,0,0,0,116,0,0,812,0,522,1,0,0,0,0,0,0,0,0,150,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
1398,25,1,1,0,D,16,4,11,31,62.9,38,11.9,alpha,1,0,404,1,0,1,0,0,0,0,0,0,0,0,0,191,0,0,812,0,266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mk,NPT,1,-1
1399,31,1,0,0,A,10,5,16,21,91.4,48.7,50.2,beta,0,0,404,0,1,0,0,0,0,0,0,0,0,1,0,161,1,0,624,0,400,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mp,NPT,1,-1
1400,43,1,1,0,A,12,11,16,26,103.3,123.6,135.6,beta,1,0,404,0,0,0,0,0,0,0,0,1,0,0,0,184,1,0,624,0,322,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Mp,NPT,1,-1
1401,31,1,1,0,A,17,5,5,33,140.7,16.8,53.3,beta,0,0,999,1,0,0,0,0,0,0,0,1,0,0,0,119,0,0,562,0,411,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
1402,31,1,1,1,D,7,1,13,25,87.5,140.2,161.7,alpha,1,0,404,1,0,0,0,0,0,0,0,1,1,0,0,136,0,0,812,0,500,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Ma,NST,1,-1
1403,29,1,0,1,B,2,12,17,30,162.7,96.9,159.2,alpha,0,0,505,0,0,1,0,0,0,0,0,0,0,0,0,178,0,0,812,1,477,0,0,0,518,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Mm,NST,1,1
1404,29,1,0,1,A,10,18,14,33,190.4,14.2,55.3,beta,1,0,353,1,0,0,0,0,0,0,0,0,0,0,0,302,0,0,624,0,266,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mp,NPT,1,-1
1405,28,0,1,1,A,12,2,14,30,127.7,181.8,182.3,beta,0,0,525,1,0,0,0,0,0,0,0,1,0,0,0,112,0,0,562,0,411,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
1406,29,1,1,0,C,5,15,15,38,32.8,5.6,169.5,beta,1,0,151,1,0,0,1,0,0,0,0,0,0,0,0,97,0,0,562,0,555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mm,PT,1,-1
1407,27,0,1,1,A,14,17,1,29,97.4,146.1,16.9,beta,0,0,353,1,0,0,0,0,0,0,0,1,0,0,0,148,0,0,874,0,477,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,0,1
1408,24,1,1,1,A,17,18,1,24,88.1,162.1,59.7,beta,0,0,454,1,0,1,0,0,0,0,0,0,0,0,0,313,0,0,812,0,344,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Mp,NPT,1,1
